title,price,star_rating,upc,product_type,price_excl_tax,price_incl_tax,tax,availability,number_reviews
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),£58.14,4,41164b8ac02a2c42,Books,£58.14,£58.14,£0.00,In stock (14 available),0
The Epidemic (The Program 0.6),£14.44,5,f732d7d18a91d2ba,Books,£14.44,£14.44,£0.00,In stock (12 available),0
Stars Above (The Lunar Chronicles #4.5),£48.05,2,b63ea3f7a57ae099,Books,£48.05,£48.05,£0.00,In stock (12 available),0
No Love Allowed (Dodge Cove #1),£54.65,4,db84624b151cbe06,Books,£54.65,£54.65,£0.00,In stock (12 available),0
"Exit, Pursued by a Bear",£51.34,4,c65c25d990fc7025,Books,£51.34,£51.34,£0.00,In stock (11 available),0
The Alien Club,£54.40,1,e77594ece9b9d1fe,Books,£54.40,£54.40,£0.00,In stock (9 available),0
Don't Forget Steven,£33.23,1,e845d305f64154f1,Books,£33.23,£33.23,£0.00,In stock (9 available),0
South of Sunshine,£28.93,1,331c26103d885cae,Books,£28.93,£28.93,£0.00,In stock (8 available),0
My Life Next Door (My Life Next Door ),£36.39,5,9a7291b89bd5445c,Books,£36.39,£36.39,£0.00,In stock (8 available),0
Future Shock (Future Shock #1),£55.65,5,df6a7c43faa6732b,Books,£55.65,£55.65,£0.00,In stock (8 available),0
Nightstruck: A Novel,£50.35,4,746029796363aa51,Books,£50.35,£50.35,£0.00,In stock (7 available),0
Tell the Wolves I'm Home,£50.96,2,2a1b3d967cda1da2,Books,£50.96,£50.96,£0.00,In stock (6 available),0
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",£47.31,4,e75f3ae1da1cc652,Books,£47.31,£47.31,£0.00,In stock (5 available),0
Where She Went (If I Stay #2),£41.73,4,60369d96b7b80869,Books,£41.73,£41.73,£0.00,In stock (5 available),0
Two Summers,£14.64,1,3a7d54a264d9f33e,Books,£14.64,£14.64,£0.00,In stock (5 available),0
The Darkest Corners,£11.33,5,c4182bdb53e2459a,Books,£11.33,£11.33,£0.00,In stock (5 available),0
Tell Me Three Things,£41.81,1,50d5a7b861ed1c54,Books,£41.81,£41.81,£0.00,In stock (5 available),0
Lola and the Boy Next Door (Anna and the French Kiss #2),£23.63,4,5e1a88d248599768,Books,£23.63,£23.63,£0.00,In stock (5 available),0
Kill the Boy Band,£15.52,5,44f545727e704187,Books,£15.52,£15.52,£0.00,In stock (5 available),0
Isla and the Happily Ever After (Anna and the French Kiss #3),£48.13,5,45045146dbf7b009,Books,£48.13,£48.13,£0.00,In stock (5 available),0
An Abundance of Katherines,£10.00,5,f36d24c309e87e5b,Books,£10.00,£10.00,£0.00,In stock (5 available),0
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),£24.17,4,eff24325e0ede639,Books,£24.17,£24.17,£0.00,In stock (4 available),0
Walk the Edge (Thunder Road #2),£32.36,3,0e4e2d31c2fb3aad,Books,£32.36,£32.36,£0.00,In stock (3 available),0
Two Boys Kissing,£32.74,2,61bc8167c9680283,Books,£32.74,£32.74,£0.00,In stock (3 available),0
The New Guy (and Other Senior Year Distractions),£44.92,3,3e42ac0f4d43320f,Books,£44.92,£44.92,£0.00,In stock (3 available),0
"The Land of 10,000 Madonnas",£29.64,4,35e69a79d2b1e804,Books,£29.64,£29.64,£0.00,In stock (3 available),0
Scarlet (The Lunar Chronicles #2),£14.57,4,510832818edb6fbc,Books,£14.57,£14.57,£0.00,In stock (3 available),0
Legend (Legend #1),£43.69,4,0ce8075fab4a2b5b,Books,£43.69,£43.69,£0.00,In stock (3 available),0
Lady Renegades (Rebel Belle #3),£53.04,5,16e843e6b853cc2f,Books,£53.04,£53.04,£0.00,In stock (3 available),0
Golden (Heart of Dread #3),£42.21,4,984b3b6e7479b571,Books,£42.21,£42.21,£0.00,In stock (3 available),0
Cinder (The Lunar Chronicles #1),£26.09,1,7e9579921e5407cb,Books,£26.09,£26.09,£0.00,In stock (3 available),0
Boy Meets Boy,£21.12,3,8e0bc2fe4e7d35b5,Books,£21.12,£21.12,£0.00,In stock (3 available),0
Annie on My Mind,£36.83,5,7bf87402413c27ff,Books,£36.83,£36.83,£0.00,In stock (3 available),0
New Moon (Twilight #2),£12.86,4,6fa3ea52c8e31e06,Books,£12.86,£12.86,£0.00,In stock (2 available),0
Girl Online On Tour (Girl Online #2),£53.47,1,97b8f130d32e9f4e,Books,£53.47,£53.47,£0.00,In stock (2 available),0
The Haters,£27.89,5,fff8a057a40c4a60,Books,£27.89,£27.89,£0.00,In stock (1 available),0
The Art of Not Breathing,£40.83,4,5bc1fbccfbf2355c,Books,£40.83,£40.83,£0.00,In stock (1 available),0
