title,price,star_rating,upc,product_type,price_excl_tax,price_incl_tax,tax,availability,number_reviews
The Genius of Birds,£17.24,1,42d0d7c92b75fc1c,Books,£17.24,£17.24,£0.00,In stock (15 available),0
The Artist's Way: A Spiritual Path to Higher Creativity,£38.49,5,dd047728de72ad62,Books,£38.49,£38.49,£0.00,In stock (15 available),0
So You've Been Publicly Shamed,£12.23,2,1b33663ad7b95fd8,Books,£12.23,£12.23,£0.00,In stock (15 available),0
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",£19.43,3,3b9a3b4624b7fd6d,Books,£19.43,£19.43,£0.00,In stock (15 available),0
Big Magic: Creative Living Beyond Fear,£30.80,3,1f329c2e7d7de8bd,Books,£30.80,£30.80,£0.00,In stock (15 available),0
Becoming Wise: An Inquiry into the Mystery and Art of Living,£27.43,2,919e7cb2269a25d2,Books,£27.43,£27.43,£0.00,In stock (15 available),0
Agnostic: A Spirited Manifesto,£12.51,5,d195e7f4ed697350,Books,£12.51,£12.51,£0.00,In stock (15 available),0
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,£38.20,4,44a10f1ac8ce822e,Books,£38.20,£38.20,£0.00,In stock (14 available),0
What's It Like in Space?: Stories from Astronauts Who've Been There,£19.60,2,6fd646a334e6e133,Books,£19.60,£19.60,£0.00,In stock (14 available),0
The Year of Magical Thinking,£43.04,2,34c0d7c4ee5650af,Books,£43.04,£43.04,£0.00,In stock (14 available),0
The Literature Book (Big Ideas Simply Explained),£17.43,3,4881cc53f6c8892f,Books,£17.43,£17.43,£0.00,In stock (14 available),0
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,£15.77,1,923831a05c9f91f7,Books,£15.77,£15.77,£0.00,In stock (14 available),0
Swell: A Year of Waves,£45.58,1,4c8b7540409da4ac,Books,£45.58,£45.58,£0.00,In stock (14 available),0
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,£21.95,2,132ec5e8c984adef,Books,£21.95,£21.95,£0.00,In stock (14 available),0
Looking for Lovely: Collecting the Moments that Matter,£29.14,5,24af96df0bafb925,Books,£29.14,£29.14,£0.00,In stock (14 available),0
Let It Out: A Journey Through Journaling,£26.79,5,1174156c4a0eccaa,Books,£26.79,£26.79,£0.00,In stock (14 available),0
Hamilton: The Revolution,£58.79,3,afa829857f82f99e,Books,£58.79,£58.79,£0.00,In stock (14 available),0
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",£15.06,4,ac4dde0d1be05de0,Books,£15.06,£15.06,£0.00,In stock (14 available),0
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",£51.75,5,a01f6d368ef64dc5,Books,£51.75,£51.75,£0.00,In stock (14 available),0
Buying In: The Secret Dialogue Between What We Buy and Who We Are,£37.80,4,16ef91b9d827859c,Books,£37.80,£37.80,£0.00,In stock (14 available),0
Brain on Fire: My Month of Madness,£49.32,5,a80f66b254fe9eb3,Books,£49.32,£49.32,£0.00,In stock (14 available),0
Abstract City,£56.37,5,cf1aa2fc02a7d1e0,Books,£56.37,£56.37,£0.00,In stock (14 available),0
13 Hours: The Inside Account of What Really Happened In Benghazi,£27.06,1,4be9d1910f8a4e80,Books,£27.06,£27.06,£0.00,In stock (13 available),0
The Lonely City: Adventures in the Art of Being Alone,£33.26,2,582a21a1dbbef3cf,Books,£33.26,£33.26,£0.00,In stock (12 available),0
The Diary of a Young Girl,£59.90,3,54fc03f1e1d355db,Books,£59.90,£59.90,£0.00,In stock (12 available),0
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,£21.21,3,f40fea200e0c644f,Books,£21.21,£21.21,£0.00,In stock (12 available),0
Furiously Happy: A Funny Book About Horrible Things,£41.46,4,c6a29d6df8de968c,Books,£41.46,£41.46,£0.00,In stock (12 available),0
"The Sleep Revolution: Transforming Your Life, One Night at a Time",£11.68,4,985991708c47003e,Books,£11.68,£11.68,£0.00,In stock (11 available),0
"Mother, Can You Not?",£16.89,5,28b2df9fadc9f07e,Books,£16.89,£16.89,£0.00,In stock (11 available),0
A Mother's Reckoning: Living in the Aftermath of Tragedy,£19.53,3,2b69dec0193511d9,Books,£19.53,£19.53,£0.00,In stock (11 available),0
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",£24.57,2,34669b2e9d407d3a,Books,£24.57,£24.57,£0.00,In stock (10 available),0
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,£35.92,2,7186241e043de5dc,Books,£35.92,£35.92,£0.00,In stock (9 available),0
"Zero to One: Notes on Startups, or How to Build the Future",£34.06,3,e77033ce559947f7,Books,£34.06,£34.06,£0.00,In stock (8 available),0
Why Not Me?,£17.76,1,04f6c929888f4f11,Books,£17.76,£17.76,£0.00,In stock (8 available),0
When Breath Becomes Air,£39.36,2,b69c852e7e3956af,Books,£39.36,£39.36,£0.00,In stock (8 available),0
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",£28.45,4,5a0d2e9284004266,Books,£28.45,£28.45,£0.00,In stock (8 available),0
Smarter Faster Better: The Secrets of Being Productive in Life and Business,£38.89,5,a2475a245c9907c4,Books,£38.89,£38.89,£0.00,In stock (8 available),0
Rising Strong,£21.82,3,52fc458ffc756faf,Books,£21.82,£21.82,£0.00,In stock (8 available),0
Man's Search for Meaning,£29.48,3,4729afff3bea0f0a,Books,£29.48,£29.48,£0.00,In stock (8 available),0
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",£25.06,2,4d3a4c7b442a9a4e,Books,£25.06,£25.06,£0.00,In stock (8 available),0
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,£12.55,3,044534b0b28b4e87,Books,£12.55,£12.55,£0.00,In stock (8 available),0
I Will Find You,£44.21,1,bbf1ea50be8008ab,Books,£44.21,£44.21,£0.00,In stock (8 available),0
Brazen: The Courage to Find the You That's Been Hiding,£19.22,2,77e9ea355bd8ae57,Books,£19.22,£19.22,£0.00,In stock (8 available),0
Between the World and Me,£56.91,4,04e3de7ac35ec5cd,Books,£56.91,£56.91,£0.00,In stock (8 available),0
Being Mortal: Medicine and What Matters in the End,£55.06,4,15ebd83e53d0391b,Books,£55.06,£55.06,£0.00,In stock (8 available),0
"A Murder Over a Girl: Justice, Gender, Junior High",£13.20,3,fef91502cbacf23a,Books,£13.20,£13.20,£0.00,In stock (8 available),0
For the Love: Fighting for Grace in a World of Impossible Standards,£45.13,3,2e40333991f56f45,Books,£45.13,£45.13,£0.00,In stock (7 available),0
Finding God in the Ruins: How God Redeems Pain,£46.64,2,4e78f06160b717ac,Books,£46.64,£46.64,£0.00,In stock (7 available),0
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,£59.45,4,60376aa71be66083,Books,£59.45,£59.45,£0.00,In stock (6 available),0
In Cold Blood,£49.98,4,fe0f34ebed689381,Books,£49.98,£49.98,£0.00,In stock (6 available),0
"Girl, Interrupted",£42.14,3,384c7d41d5ffe9d1,Books,£42.14,£42.14,£0.00,In stock (6 available),0
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,£48.67,2,759ee7d059b1beb8,Books,£48.67,£48.67,£0.00,In stock (5 available),0
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,£25.15,4,1dba84766a5e87b8,Books,£25.15,£25.15,£0.00,In stock (5 available),0
My Mother Was Nuts,£31.63,4,a4ce39a3720cd679,Books,£31.63,£31.63,£0.00,In stock (5 available),0
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",£32.35,3,bcf567421c581f0a,Books,£32.35,£32.35,£0.00,In stock (5 available),0
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,£38.71,3,6a57286a8890d8c5,Books,£38.71,£38.71,£0.00,In stock (4 available),0
The Gunning of America: Business and the Making of American Gun Culture,£16.81,4,45033bdf3d9ed158,Books,£16.81,£16.81,£0.00,In stock (4 available),0
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,£28.23,2,c65ee14957c0fa5c,Books,£28.23,£28.23,£0.00,In stock (4 available),0
God Is Not Great: How Religion Poisons Everything,£27.80,1,ddbc5530d2939d49,Books,£27.80,£27.80,£0.00,In stock (4 available),0
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,£31.95,3,06bab964fd536971,Books,£31.95,£31.95,£0.00,In stock (3 available),0
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,£50.66,3,52aa3d79b1cee455,Books,£50.66,£50.66,£0.00,In stock (3 available),0
"Unstuffed: Decluttering Your Home, Mind, and Soul",£58.09,1,b830685072fa871f,Books,£58.09,£58.09,£0.00,In stock (3 available),0
Under the Banner of Heaven: A Story of Violent Faith,£30.00,1,599a4f98bb193368,Books,£30.00,£30.00,£0.00,In stock (3 available),0
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",£53.51,1,2173a2ce35f6ace1,Books,£53.51,£53.51,£0.00,In stock (3 available),0
The Name of God is Mercy,£37.25,2,0baf71623648413a,Books,£37.25,£37.25,£0.00,In stock (3 available),0
Stiff: The Curious Lives of Human Cadavers,£36.74,3,a11ae5f07572ef49,Books,£36.74,£36.74,£0.00,In stock (3 available),0
Spilled Milk: Based on a True Story,£49.51,1,f08667e4c0458f37,Books,£49.51,£49.51,£0.00,In stock (3 available),0
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",£41.67,4,89cad3f37c9ce226,Books,£41.67,£41.67,£0.00,In stock (3 available),0
Outliers: The Story of Success,£14.16,1,09a7b0b566ad6225,Books,£14.16,£14.16,£0.00,In stock (3 available),0
Notes from a Small Island (Notes From a Small Island #1),£40.17,1,cb65e49993db9a93,Books,£40.17,£40.17,£0.00,In stock (3 available),0
Night (The Night Trilogy #1),£13.51,1,c4d9fce9eff3b8ba,Books,£13.51,£13.51,£0.00,In stock (3 available),0
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",£57.83,1,7980fa06f2b704d8,Books,£57.83,£57.83,£0.00,In stock (3 available),0
Letter to a Christian Nation,£22.20,1,1de75f05d57bfc10,Books,£22.20,£22.20,£0.00,In stock (3 available),0
Let's Pretend This Never Happened: A Mostly True Memoir,£45.11,1,1246e4ffeb5ac4ea,Books,£45.11,£45.11,£0.00,In stock (3 available),0
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,£42.38,1,d4a29356fc992879,Books,£42.38,£42.38,£0.00,In stock (3 available),0
Into the Wild,£56.70,5,a7c3f1010d64799a,Books,£56.70,£56.70,£0.00,In stock (3 available),0
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",£28.85,3,d8292cd5f1aca291,Books,£28.85,£28.85,£0.00,In stock (3 available),0
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,£28.88,2,8010c7c148057fd3,Books,£28.88,£28.88,£0.00,In stock (3 available),0
Gratitude,£26.66,5,c300cc9326592b65,Books,£26.66,£26.66,£0.00,In stock (3 available),0
Disrupted: My Misadventure in the Start-Up Bubble,£15.28,5,81372abc86f65c79,Books,£15.28,£15.28,£0.00,In stock (3 available),0
Brave Enough,£51.32,5,fd2337c1b73b686e,Books,£51.32,£51.32,£0.00,In stock (3 available),0
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",£27.35,2,e256de8aa0c2115f,Books,£27.35,£27.35,£0.00,In stock (3 available),0
Blink: The Power of Thinking Without Thinking,£21.74,5,0bbc48294707ba96,Books,£21.74,£21.74,£0.00,In stock (3 available),0
Black Flags: The Rise of ISIS,£40.87,1,860318b8e244f39c,Books,£40.87,£40.87,£0.00,In stock (3 available),0
Are We Smart Enough to Know How Smart Animals Are?,£56.58,1,da0349a87c8caa2f,Books,£56.58,£56.58,£0.00,In stock (3 available),0
A Walk in the Woods: Rediscovering America on the Appalachian Trail,£30.48,4,bcee4f289ff6699c,Books,£30.48,£30.48,£0.00,In stock (3 available),0
"The Suffragettes (Little Black Classics, #96)",£11.89,2,d2185b65af52d68c,Books,£11.89,£11.89,£0.00,In stock (2 available),0
Kindle Paperwhite User's Guide,£34.00,3,fb495f9f9015a772,Books,£34.00,£34.00,£0.00,In stock (2 available),0
H is for Hawk,£57.42,5,b6d3f4f4ee1f6069,Books,£57.42,£57.42,£0.00,In stock (2 available),0
Travels with Charley: In Search of America,£57.82,5,0268f149d014b389,Books,£57.82,£57.82,£0.00,In stock (1 available),0
The Tumor,£41.56,5,6514add13c82b115,Books,£41.56,£41.56,£0.00,In stock (1 available),0
The End of the Jesus Era (An Investigation #1),£14.40,1,09659d1639a1f978,Books,£14.40,£14.40,£0.00,In stock (1 available),0
"Eat, Pray, Love",£51.32,3,df56868afd166557,Books,£51.32,£51.32,£0.00,In stock (1 available),0
