title,price,star_rating,upc,product_type,price_excl_tax,price_incl_tax,tax,availability,number_reviews
Last One Home (New Beginnings #1),£59.98,3,07e6810fd3236bda,Books,£59.98,£59.98,£0.00,In stock (5 available),0
Digital Fortress,£58.00,5,94bb629a3f6dd00b,Books,£58.00,£58.00,£0.00,In stock (5 available),0
Atlas Shrugged,£26.58,5,78a4ac98191ac675,Books,£26.58,£26.58,£0.00,In stock (4 available),0
Three-Martini Lunch,£23.21,3,57f755143ee96fd4,Books,£23.21,£23.21,£0.00,In stock (3 available),0
The Nightingale,£26.26,4,29d6d87f3418638b,Books,£26.26,£26.26,£0.00,In stock (3 available),0
The Infinities,£27.41,1,554e9e2d532b3a87,Books,£27.41,£27.41,£0.00,In stock (3 available),0
The Husband's Secret,£52.51,5,ff6bb30dd0c482a6,Books,£52.51,£52.51,£0.00,In stock (3 available),0
The Da Vinci Code (Robert Langdon #2),£22.96,2,dabf11918b48b40c,Books,£22.96,£22.96,£0.00,In stock (3 available),0
The Art of Fielding,£22.10,1,2858ac90c4758e1f,Books,£22.10,£22.10,£0.00,In stock (3 available),0
Lila (Gilead #3),£12.47,3,4ef75307fb64e2ad,Books,£12.47,£12.47,£0.00,In stock (3 available),0
Jurassic Park (Jurassic Park #1),£44.97,1,a0dd11f6abc421ec,Books,£44.97,£44.97,£0.00,In stock (3 available),0
Inferno (Robert Langdon #4),£41.00,5,6c4646d90b60a56c,Books,£41.00,£41.00,£0.00,In stock (3 available),0
Crazy Rich Asians (Crazy Rich Asians #1),£49.13,5,c9782ad2a0ed9331,Books,£49.13,£49.13,£0.00,In stock (3 available),0
Big Little Lies,£22.11,1,d3f9c4539c0caa64,Books,£22.11,£22.11,£0.00,In stock (3 available),0
The Course of Love,£16.78,3,f3c76b53b239f511,Books,£16.78,£16.78,£0.00,In stock (2 available),0
When I'm Gone,£51.96,3,c5f91eb481427dc5,Books,£51.96,£51.96,£0.00,In stock (1 available),0
The Silent Wife,£12.34,5,b78deb463531d078,Books,£12.34,£12.34,£0.00,In stock (1 available),0
The Bette Davis Club,£30.66,3,dfb0849016bc122c,Books,£30.66,£30.66,£0.00,In stock (1 available),0
Kitchens of the Great Midwest,£57.20,5,06f6a57a6d532844,Books,£57.20,£57.20,£0.00,In stock (1 available),0
Bright Lines,£39.07,5,230ac636ea0ea415,Books,£39.07,£39.07,£0.00,In stock (1 available),0
