title,price,star_rating,upc,product_type,price_excl_tax,price_incl_tax,tax,availability,number_reviews
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",£14.41,3,a33ed2e6068df53e,Books,£14.41,£14.41,£0.00,In stock (3 available),0
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",£55.55,5,91eb9605998a7c03,Books,£55.55,£55.55,£0.00,In stock (3 available),0
"Saga, Volume 3 (Saga (Collected Editions) #3)",£21.57,5,7b870bf85d01c2dc,Books,£21.57,£21.57,£0.00,In stock (3 available),0
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),£43.63,3,9707989a439757b4,Books,£43.63,£43.63,£0.00,In stock (3 available),0
Persepolis: The Story of a Childhood (Persepolis #1-2),£39.13,1,cb62418129b864a3,Books,£39.13,£39.13,£0.00,In stock (3 available),0
Original Fake,£31.45,3,c59283b05905c853,Books,£31.45,£31.45,£0.00,In stock (3 available),0
"Grayson, Vol 3: Nemesis (Grayson #3)",£42.72,1,4f6985aca357ae09,Books,£42.72,£42.72,£0.00,In stock (3 available),0
"Fruits Basket, Vol. 3 (Fruits Basket #3)",£45.17,2,d5f5a122a593b580,Books,£45.17,£45.17,£0.00,In stock (3 available),0
"Black Butler, Vol. 1 (Black Butler #1)",£49.31,1,15f415d436888b2d,Books,£49.31,£49.31,£0.00,In stock (3 available),0
Awkward,£38.02,2,1d89a2aa9f6ce50f,Books,£38.02,£38.02,£0.00,In stock (3 available),0
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",£54.81,1,276dc716b1da8899,Books,£54.81,£54.81,£0.00,In stock (2 available),0
"Saga, Volume 2 (Saga (Collected Editions) #2)",£11.75,3,9189fd009df41d0e,Books,£11.75,£11.75,£0.00,In stock (2 available),0
"Fruits Basket, Vol. 2 (Fruits Basket #2)",£11.64,5,c0db71f6bb14db11,Books,£11.64,£11.64,£0.00,In stock (2 available),0
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",£18.51,4,09d26b5f819c6a36,Books,£18.51,£18.51,£0.00,In stock (1 available),0
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",£36.52,2,dac9d1e654fac737,Books,£36.52,£36.52,£0.00,In stock (1 available),0
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",£54.12,3,5faefdc861684eb1,Books,£54.12,£54.12,£0.00,In stock (1 available),0
The Complete Maus (Maus #1-2),£10.64,3,3301af038a720587,Books,£10.64,£10.64,£0.00,In stock (1 available),0
"Skip Beat!, Vol. 01 (Skip Beat! #1)",£42.12,3,2ac720f76384c57e,Books,£42.12,£42.12,£0.00,In stock (1 available),0
"Saga, Volume 1 (Saga (Collected Editions) #1)",£28.48,1,4f64568dfefa3ce7,Books,£28.48,£28.48,£0.00,In stock (1 available),0
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",£46.96,5,3cdca3b4a93980f5,Books,£46.96,£46.96,£0.00,In stock (1 available),0
"Paper Girls, Vol. 1 (Paper Girls #1-5)",£21.71,4,bcbcbcf0f6ed196f,Books,£21.71,£21.71,£0.00,In stock (1 available),0
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",£29.87,3,326825e02a198cf6,Books,£29.87,£29.87,£0.00,In stock (1 available),0
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",£39.39,4,35a60467893aa168,Books,£39.39,£39.39,£0.00,In stock (1 available),0
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",£45.24,3,6fe02600f322a0a9,Books,£45.24,£45.24,£0.00,In stock (1 available),0
"Giant Days, Vol. 1 (Giant Days #1-4)",£56.76,4,eb0fe24bbc845ecc,Books,£56.76,£56.76,£0.00,In stock (1 available),0
"Fruits Basket, Vol. 1 (Fruits Basket #1)",£40.28,5,72e6fbf4f6382557,Books,£40.28,£40.28,£0.00,In stock (1 available),0
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",£34.65,5,099fae4a0705d63b,Books,£34.65,£34.65,£0.00,In stock (1 available),0
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",£57.06,4,bfd5e1701c862ac3,Books,£57.06,£57.06,£0.00,In stock (1 available),0
