title,price,star_rating,upc,product_type,price_excl_tax,price_incl_tax,tax,availability,number_reviews
The False Prince (The Ascendance Trilogy #1),£56.00,5,a2a9f76339d21ab1,Books,£56.00,£56.00,£0.00,In stock (5 available),0
Tell the Wind and Fire,£45.51,3,84126312e2431a09,Books,£45.51,£45.51,£0.00,In stock (5 available),0
A Feast for Crows (A Song of Ice and Fire #4),£17.21,4,f2c8f4b4c94d5c5c,Books,£17.21,£17.21,£0.00,In stock (5 available),0
The Demonists (Demonist #1),£52.11,2,ff2dffba388d9922,Books,£52.11,£52.11,£0.00,In stock (4 available),0
The Beast (Black Dagger Brotherhood #14),£46.08,5,8930013d06942df1,Books,£46.08,£46.08,£0.00,In stock (4 available),0
Paper and Fire (The Great Library #2),£49.45,5,ae884ac655d6ee3e,Books,£49.45,£49.45,£0.00,In stock (4 available),0
Harry Potter and the Order of the Phoenix (Harry Potter #5),£31.63,4,5a6b7155f2797537,Books,£31.63,£31.63,£0.00,In stock (4 available),0
Harry Potter and the Half-Blood Prince (Harry Potter #6),£48.75,5,73f4f87dd936ee5c,Books,£48.75,£48.75,£0.00,In stock (4 available),0
Harry Potter and the Chamber of Secrets (Harry Potter #2),£14.74,1,c7c4f55b7321cba7,Books,£14.74,£14.74,£0.00,In stock (4 available),0
The Rose & the Dagger (The Wrath and the Dawn #2),£58.64,4,322a9e34d87f54b1,Books,£58.64,£58.64,£0.00,In stock (3 available),0
Soldier (Talon #3),£24.72,2,feaaae90514eb2ac,Books,£24.72,£24.72,£0.00,In stock (3 available),0
Midnight Riot (Peter Grant/ Rivers of London - books #1),£55.46,2,e9056f9b5a40a301,Books,£55.46,£55.46,£0.00,In stock (3 available),0
Heir to the Sky,£44.07,4,b003f8bb02f76dc5,Books,£44.07,£44.07,£0.00,In stock (3 available),0
Eragon (The Inheritance Cycle #1),£43.87,3,b843f52a986a2914,Books,£43.87,£43.87,£0.00,In stock (3 available),0
Darkfever (Fever #1),£56.02,1,468bd274ac084bb9,Books,£56.02,£56.02,£0.00,In stock (3 available),0
Ash,£22.06,4,5d22e2a46604b6e7,Books,£22.06,£22.06,£0.00,In stock (3 available),0
A Storm of Swords (A Song of Ice and Fire #3),£31.22,2,87beabf664115d79,Books,£31.22,£31.22,£0.00,In stock (3 available),0
Vampire Girl (Vampire Girl #1),£53.82,2,dab5e75d1339706a,Books,£53.82,£53.82,£0.00,In stock (1 available),0
The Silent Twin (Detective Jennifer Knight #3),£36.25,3,9e9932ae1a7d0943,Books,£36.25,£36.25,£0.00,In stock (1 available),0
The Mirror & the Maze (The Wrath and the Dawn #1.5),£29.38,1,c40b70e0f6d80189,Books,£29.38,£29.38,£0.00,In stock (1 available),0
Sister Sable (The Mad Queen #1),£13.33,3,3a9a7c5895e82646,Books,£13.33,£13.33,£0.00,In stock (1 available),0
Shadow Rites (Jane Yellowrock #10),£21.72,4,229cd6564bf0dce4,Books,£21.72,£21.72,£0.00,In stock (1 available),0
Origins (Alphas 0.5),£28.99,1,8932e5c12f12ffed,Books,£28.99,£28.99,£0.00,In stock (1 available),0
One Second (Seven #7),£52.94,2,7ea31f38675b91c1,Books,£52.94,£52.94,£0.00,In stock (1 available),0
Myriad (Prentor #1),£58.75,4,63e20a0f98218a87,Books,£58.75,£58.75,£0.00,In stock (1 available),0
